Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2024-05-02,Gifts,Online,Final be challenge.,1352,0.0
2024-05-15,Groceries,Online,Yes interview song result.,947,17.39
2024-05-25,Healthcare,Cash,Expect remember administration.,2586,0.0
2024-05-09,Shopping,Online,Majority wide peace choice.,888,40.39
2024-05-03,Travel,Online,Ahead cut section usually.,4700,251.49
2024-05-06,Food,Online,One four professor.,413,21.91
2024-05-25,Bills,Cash,Example over inside.,3802,193.89
2024-05-11,Travel,Online,Country my federal.,13519,844.87
2024-05-09,Travel,Cash,Line no.,5570,552.85
2024-05-30,Education,Online,Over force successful have face.,2628,0.0
2024-05-08,Education,Cash,Up new PM.,4189,0.0
2024-05-20,Subscriptions,Cash,Wish adult.,568,0.0
2024-05-13,Shopping,Cash,Consider note stay but team.,1660,116.33
2024-05-22,Shopping,Cash,Prepare save meet ask.,858,75.49
2024-05-04,Groceries,Cash,Catch structure throw.,1736,164.01
2024-05-15,Education,Online,Civil mission huge marriage thing.,4564,0.0
2024-05-16,Healthcare,Cash,Three experience.,4427,0.0
2024-05-30,Education,Cash,Interesting court able.,3568,0.0
2024-05-04,Healthcare,Cash,Phone discussion.,4090,0.0
2024-05-22,Gifts,Online,Consider begin.,391,0.0
2024-05-05,Entertainment,Online,Whether future type let interview.,889,69.51
2024-05-08,Food,Cash,Land then.,136,8.87
2024-05-15,Bills,Online,Happen if family specific catch.,1178,31.06
2024-05-07,Groceries,Online,Discussion describe morning.,468,37.44
2024-05-21,Transportation,Cash,Somebody fly quite main.,358,0.0
2024-05-25,Bills,Cash,Middle market begin.,735,22.37
2024-05-04,Travel,Cash,Store pull peace drop half.,5777,416.75
2024-05-24,Food,Online,Effort recent believe.,359,15.11
2024-05-01,Groceries,Cash,Threat necessary support our.,1106,103.48
2024-05-15,Travel,Cash,That actually hit beautiful.,4345,325.75
2024-05-28,Entertainment,Online,Enter defense method friend.,1596,33.82
2024-05-10,Shopping,Cash,Present suddenly share toward.,1972,37.39
2024-05-04,Miscellaneous,Online,Operation or yet own against.,1501,0.0
2024-05-12,Shopping,Online,American question sound moment.,1476,38.3
2024-05-12,Transportation,Online,Great point someone.,68,0.0
2024-05-09,Subscriptions,Cash,Generation power chair.,263,0.0
2024-05-07,Gifts,Online,South reach from under.,2673,0.0
2024-05-14,Shopping,Cash,Turn box together.,2645,219.58
2024-05-09,Healthcare,Cash,Create war hour.,3742,0.0
2024-05-25,Bills,Online,Man would painting model.,1874,39.76
2024-05-02,Shopping,Online,Do here focus ten.,499,45.9
2024-05-09,Entertainment,Online,Hit who feel page positive.,1340,53.9
2024-05-20,Miscellaneous,Online,Project season activity personal.,1869,0.0
2024-05-25,Gifts,Online,Race its.,2085,0.0
2024-05-05,Miscellaneous,Online,Subject speak professional position.,887,0.0
2024-05-06,Education,Cash,International could others.,1379,0.0
2024-05-16,Gifts,Online,Both who.,3408,0.0
2024-05-03,Travel,Cash,Mr article Mr audience later.,10567,356.4
2024-05-03,Miscellaneous,Cash,Truth produce feeling huge.,2645,0.0
