Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2024-01-28,Miscellaneous,Online,Tonight media term eye.,2116,0.0
2024-01-04,Travel,Cash,Answer let whose.,12965,549.93
2024-01-21,Miscellaneous,Online,Share tell story.,1734,0.0
2024-01-05,Miscellaneous,Cash,Mean day who.,767,0.0
2024-01-17,Gifts,Cash,Marriage natural husband responsibility region.,536,0.0
2024-01-16,Healthcare,Online,Thought many.,1794,0.0
2024-01-18,Miscellaneous,Cash,Where keep hospital practice form.,893,0.0
2024-01-29,Travel,Online,Sign nor because economic.,5409,231.21
2024-01-22,Transportation,Online,Until cold quality.,627,0.0
2024-01-23,Entertainment,Cash,Suggest bill painting know.,278,25.1
2024-01-18,Education,Cash,For wife serve pressure quickly.,3250,0.0
2024-01-02,Gifts,Cash,Space perform usually.,3643,0.0
2024-01-05,Groceries,Cash,Thousand task marriage also poor.,1818,77.78
2024-01-17,Subscriptions,Online,Huge detail go.,273,0.0
2024-01-12,Gifts,Online,Huge establish meeting only.,4918,0.0
2024-01-11,Entertainment,Cash,May short home.,636,56.31
2024-01-20,Healthcare,Online,Better high his.,4594,0.0
2024-01-22,Groceries,Cash,Notice its he always.,1758,97.71
2024-01-27,Bills,Cash,Fly network believe western.,2426,238.28
2024-01-28,Education,Online,Much inside change.,9446,0.0
2024-01-02,Entertainment,Cash,Right word.,388,6.22
2024-01-01,Shopping,Online,Process too news course down.,2168,165.46
2024-01-06,Gifts,Cash,Process gas article.,1835,0.0
2024-01-22,Subscriptions,Online,Suddenly north could model.,132,0.0
2024-01-21,Gifts,Cash,Rest environment positive door act.,3237,0.0
2024-01-15,Entertainment,Online,Modern six low talk different.,571,6.43
2024-01-18,Gifts,Cash,Drop run smile.,2733,0.0
2024-01-18,Miscellaneous,Online,Film modern state.,2462,0.0
2024-01-27,Gifts,Online,Ball various others surface.,4489,0.0
2024-01-11,Subscriptions,Cash,Yeah across different cell.,264,0.0
2024-01-20,Subscriptions,Online,Though collection air.,465,0.0
2024-01-18,Travel,Online,Woman money.,3944,308.67
2024-01-12,Education,Cash,One car.,1542,0.0
2024-01-23,Groceries,Online,Right real friend.,1917,92.42
2024-01-27,Gifts,Cash,Race recently may.,3155,0.0
2024-01-14,Food,Online,Sell recent pull again.,149,2.48
2024-01-30,Transportation,Online,Cover check traditional from must.,1127,0.0
2024-01-18,Transportation,Cash,Thought central often year often.,254,0.0
2024-01-03,Healthcare,Cash,Enjoy wife today.,4533,0.0
2024-01-06,Entertainment,Online,Soldier realize smile stop.,449,41.25
2024-01-25,Miscellaneous,Cash,You walk pull sound team.,749,0.0
2024-01-10,Entertainment,Cash,Bank political.,469,9.42
2024-01-09,Healthcare,Cash,Seven natural.,3756,0.0
2024-01-27,Travel,Cash,Task probably into animal can.,4557,284.5
2024-01-12,Bills,Online,Cover threat large attorney clearly.,4085,302.34
2024-01-29,Food,Cash,Discussion bank service answer.,520,51.76
2024-01-12,Entertainment,Online,Forget what example financial.,1120,17.25
2024-01-01,Entertainment,Online,Vote deal.,2022,87.78
2024-01-11,Shopping,Cash,Chance create deep around offer.,1939,27.2
2024-01-30,Transportation,Cash,Data total card.,543,0.0
2024-01-19,Education,Cash,Easy short family point.,8934,0.0
2024-01-08,Travel,Online,Teacher north.,11020,219.05
2024-01-08,Miscellaneous,Cash,Next than effect special image.,922,0.0
2024-01-06,Groceries,Cash,Part market he side.,1321,114.78
2024-01-22,Food,Online,Local beyond.,520,7.73
2024-01-28,Transportation,Online,Over lead.,1160,0.0
2024-01-05,Food,Cash,Floor manager contain lawyer.,353,26.75
2024-01-15,Food,Cash,Politics recognize than.,102,6.08
2024-01-11,Travel,Cash,Within which positive create.,4269,150.02
2024-01-27,Travel,Cash,Appear find wonder.,1920,185.23
2024-01-25,Subscriptions,Cash,Technology relate themselves a.,582,0.0
2024-01-03,Healthcare,Online,Final huge high.,1389,0.0
2024-01-03,Transportation,Online,Moment he real create.,498,0.0
2024-01-23,Gifts,Online,Unit through per.,2385,0.0
2024-01-20,Entertainment,Cash,Chair society.,1093,19.78
2024-01-17,Entertainment,Online,Wonder his management throughout.,325,14.51
2024-01-04,Gifts,Cash,Could across teach.,4420,0.0
2024-01-11,Groceries,Online,Sister Mrs at.,1585,137.23
2024-01-08,Bills,Online,Leave first positive per view.,3746,86.21
2024-01-07,Education,Online,Quality democratic audience understand.,9662,0.0
2024-01-23,Education,Online,Current law personal.,1939,0.0
2024-01-01,Healthcare,Online,Find mean chair church without.,2198,0.0
2024-01-27,Transportation,Cash,Among exist color expert.,1223,0.0
2024-01-01,Entertainment,Online,Whose series.,971,91.36
2024-01-01,Shopping,Cash,Section edge.,373,25.96
2024-01-29,Subscriptions,Cash,Arrive nearly fly.,623,0.0
2024-01-24,Entertainment,Cash,Certainly nor risk traditional.,652,27.14
2024-01-13,Subscriptions,Online,Increase specific physical compare.,453,0.0
2024-01-04,Healthcare,Online,Station movement.,2680,0.0
2024-01-30,Education,Cash,Pm use.,5666,0.0
2024-01-02,Groceries,Cash,Least trial customer and how.,1813,65.93
