Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2024-07-14,Shopping,Cash,Great into piece each almost.,2188,88.74
2024-07-03,Groceries,Cash,Head among memory few.,846,50.83
2024-07-26,Entertainment,Online,Over cell.,1655,88.78
2024-07-05,Entertainment,Cash,Phone book nice.,2275,121.19
2024-07-01,Gifts,Cash,Season cost fight.,1244,0.0
2024-07-25,Education,Cash,Eye education left store.,6271,0.0
2024-07-01,Transportation,Online,Under campaign professional.,1026,0.0
2024-07-09,Groceries,Cash,Financial success.,512,34.23
2024-07-30,Miscellaneous,Cash,Responsibility prove rich section not.,998,0.0
2024-07-13,Education,Online,Down reach light dinner.,6720,0.0
2024-07-27,Education,Online,Factor size.,8039,0.0
2024-07-05,Travel,Online,What eye.,6151,588.36
2024-07-27,Entertainment,Cash,Minute themselves usually.,836,77.93
2024-07-07,Transportation,Online,Civil they.,1063,0.0
2024-07-28,Groceries,Cash,Fast Democrat stock top.,1147,84.09
2024-07-06,Food,Online,Before religious ever speech.,205,7.11
2024-07-27,Travel,Online,Season factor man since.,9349,191.9
2024-07-21,Groceries,Online,Camera record take.,1248,52.48
2024-07-19,Healthcare,Cash,Mouth fine.,1350,0.0
2024-07-18,Groceries,Online,Woman wear clear person.,426,8.11
2024-07-21,Transportation,Online,She president off set.,1204,0.0
2024-07-29,Transportation,Online,Prepare model.,430,0.0
2024-07-09,Subscriptions,Online,Stand make window deal.,140,0.0
2024-07-09,Education,Online,Arrive arm why how.,7801,0.0
2024-07-17,Healthcare,Online,Which keep none hope.,1543,0.0
2024-07-21,Food,Cash,Make around deep also.,210,4.12
2024-07-28,Miscellaneous,Cash,Hard state.,1216,0.0
2024-07-29,Gifts,Online,Course data.,3807,0.0
2024-07-03,Gifts,Cash,Couple popular.,1276,0.0
2024-07-16,Entertainment,Online,Game hold lead same thousand.,1558,32.1
2024-07-02,Shopping,Online,Piece do agreement add.,2347,164.33
2024-07-15,Bills,Online,Film glass space available.,2222,32.16
2024-07-07,Travel,Cash,Watch form magazine order administration.,13814,599.24
2024-07-17,Gifts,Cash,Candidate suffer employee do.,1681,0.0
2024-07-16,Subscriptions,Cash,Smile challenge product product visit.,638,0.0
2024-07-01,Healthcare,Cash,Specific radio.,3996,0.0
2024-07-24,Shopping,Cash,Position daughter spring teacher.,2991,192.41
2024-07-03,Miscellaneous,Cash,Person number become main.,874,0.0
2024-07-05,Healthcare,Online,Per area situation surface last.,2267,0.0
2024-07-05,Miscellaneous,Online,Southern bank positive.,1342,0.0
2024-07-02,Groceries,Cash,Gun always.,760,48.13
2024-07-30,Entertainment,Cash,Mouth travel health particularly.,2100,125.85
2024-07-20,Groceries,Online,Yet sure evidence southern political.,671,31.87
2024-07-28,Gifts,Online,High spend shoulder good.,2225,0.0
2024-07-14,Gifts,Cash,Law property live service.,2090,0.0
2024-07-14,Entertainment,Cash,Over pressure shake.,2248,24.8
2024-07-09,Travel,Cash,Enough guy picture.,2024,138.1
2024-07-24,Food,Online,Image early more ago detail.,192,14.53
2024-07-14,Entertainment,Cash,Fact dream.,2025,145.18
2024-07-25,Healthcare,Online,Star popular cause matter pull.,4162,0.0
2024-07-03,Healthcare,Online,Side health store whole station.,2127,0.0
2024-07-01,Transportation,Cash,Choose number able.,1277,0.0
2024-07-05,Entertainment,Online,Ready sit season treatment.,2418,32.98
2024-07-06,Groceries,Online,Thus happy bill get.,556,36.98
2024-07-08,Travel,Online,Understand skin.,3039,195.49
2024-07-02,Subscriptions,Cash,Food son military car.,217,0.0
2024-07-13,Subscriptions,Cash,Participant doctor out somebody large.,711,0.0
2024-07-04,Entertainment,Cash,Their receive onto response.,2494,120.95
2024-07-21,Gifts,Cash,Letter body son difficult.,1093,0.0
2024-07-27,Groceries,Online,Parent similar end election.,784,33.34
2024-07-08,Groceries,Online,Financial anything decade production.,1923,107.5
2024-07-30,Healthcare,Online,Least minute group.,925,0.0
2024-07-05,Transportation,Cash,Together particular.,1214,0.0
2024-07-11,Shopping,Cash,Tree red poor everything.,747,24.74
2024-07-06,Transportation,Online,Food nation money today.,168,0.0
2024-07-15,Travel,Online,Can major.,9678,924.36
2024-07-03,Shopping,Online,Teacher concern us baby.,2850,266.61
2024-07-05,Education,Cash,Teach money in.,8816,0.0
2024-07-06,Shopping,Cash,And sing animal.,2841,102.45
2024-07-15,Healthcare,Cash,Economic form.,4521,0.0
2024-07-01,Transportation,Cash,Available gun.,565,0.0
2024-07-11,Education,Cash,Stand help him.,5616,0.0
2024-07-03,Food,Cash,Always tree smile year.,466,16.64
2024-07-07,Bills,Cash,Line offer.,3600,268.69
2024-07-06,Subscriptions,Cash,Project listen radio least along.,133,0.0
2024-07-23,Subscriptions,Cash,Character movie look phone.,459,0.0
2024-07-29,Miscellaneous,Cash,Also nature whatever weight.,2962,0.0
2024-07-10,Entertainment,Cash,Factor western together.,507,41.87
2024-07-17,Gifts,Cash,Strategy that.,222,0.0
2024-07-14,Subscriptions,Online,Story probably letter Mr.,311,0.0
2024-07-23,Travel,Cash,As available site impact report.,7114,112.16
2024-07-29,Travel,Online,Believe family something.,5081,298.7
2024-07-29,Shopping,Online,Billion end report dinner.,3348,291.44
2024-07-19,Travel,Cash,Skin former realize south.,9539,514.27
2024-07-25,Healthcare,Online,Single front.,4618,0.0
2024-07-07,Education,Cash,Help today bring worker.,6676,0.0
2024-07-13,Education,Online,Between contain too.,7802,0.0
2024-07-25,Gifts,Online,Piece resource idea.,2032,0.0
2024-07-24,Transportation,Cash,Yes consumer situation.,627,0.0
2024-07-12,Travel,Online,About center rather.,11970,197.34
2024-07-12,Transportation,Online,Know face impact several.,187,0.0
2024-07-09,Healthcare,Online,Discussion rock important chair possible.,629,0.0
2024-07-15,Entertainment,Online,Pick drop keep door.,1900,40.62
2024-07-15,Gifts,Cash,Director prevent interview him.,3779,0.0
2024-07-12,Bills,Cash,Movie dinner choose lose.,778,25.25
2024-07-13,Shopping,Online,Doctor everyone low attorney.,1472,85.2
2024-07-19,Shopping,Online,Area month pay.,894,28.04
2024-07-03,Bills,Online,Happy side former or it.,4211,332.18
2024-07-23,Shopping,Cash,Build turn second.,2551,55.77
2024-07-15,Entertainment,Online,Issue his effort.,851,26.51
2024-07-28,Entertainment,Cash,Important newspaper few.,1907,99.36
2024-07-21,Shopping,Cash,Seek room.,848,41.99
2024-07-23,Entertainment,Online,Keep article.,392,25.17
2024-07-18,Subscriptions,Online,Per operation.,692,0.0
2024-07-06,Groceries,Cash,Goal get property brother.,1198,114.92
2024-07-24,Food,Online,Assume provide drop.,598,11.92
2024-07-19,Subscriptions,Online,Social bag own.,590,0.0
2024-07-01,Healthcare,Online,Talk this lawyer.,4923,0.0
2024-07-23,Travel,Online,Performance hit blood.,9063,148.46
2024-07-06,Groceries,Cash,Old pick white world listen.,889,74.37
2024-07-17,Miscellaneous,Online,Bad forward.,2651,0.0
2024-07-27,Shopping,Cash,Career discover cause.,2763,130.0
2024-07-18,Travel,Online,Point threat contain scene.,5037,190.9
2024-07-14,Food,Cash,Market mind particularly.,419,23.99
2024-07-24,Food,Online,Financial must.,543,30.22
2024-07-26,Food,Online,Impact agent rock student.,386,25.99
2024-07-10,Bills,Cash,Wait certain election none.,4300,426.93
2024-07-14,Bills,Cash,Else now difficult region far.,2687,225.85
2024-07-04,Entertainment,Cash,Fall create parent.,2308,110.48
2024-07-04,Entertainment,Cash,Before describe.,1091,20.01
2024-07-21,Subscriptions,Cash,Evidence environment prepare door cultural.,658,0.0
2024-07-25,Shopping,Online,Yourself so charge significant common.,1762,163.7
