Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2024-06-25,Gifts,Cash,History protect show.,931,0.0
2024-06-25,Transportation,Online,Four pretty degree.,804,0.0
2024-06-14,Shopping,Online,Past scientist agency.,2721,164.22
2024-06-21,Groceries,Online,Environment hope stock under plant.,1039,48.53
2024-06-22,Travel,Online,Alone plant new any.,14898,154.94
2024-06-18,Transportation,Cash,Kind likely.,354,0.0
2024-06-06,Food,Online,Quickly sort.,142,13.01
2024-06-23,Education,Online,Race energy rather develop.,3249,0.0
2024-06-17,Miscellaneous,Cash,Effort guess customer traditional light.,2659,0.0
2024-06-03,Healthcare,Online,Pull majority age.,1625,0.0
2024-06-06,Entertainment,Online,Movie security catch step treat.,648,20.13
2024-06-05,Gifts,Online,Skill year agree across.,1744,0.0
2024-06-01,Subscriptions,Online,After offer.,242,0.0
2024-06-10,Education,Online,Challenge Mrs later history.,4400,0.0
2024-06-08,Healthcare,Cash,Serious future brother.,1062,0.0
2024-06-09,Bills,Cash,Table be professional.,2984,209.3
2024-06-18,Travel,Online,Believe nor many plant happy.,9276,574.83
2024-06-06,Travel,Online,Certain gun everybody attention.,9389,252.28
2024-06-01,Food,Online,Soldier wear box number box.,175,9.82
2024-06-23,Gifts,Online,Take because.,1657,0.0
2024-06-27,Entertainment,Online,Bit each cold.,1535,114.03
2024-06-23,Subscriptions,Cash,Movie worker film or arm.,205,0.0
2024-06-09,Travel,Cash,Radio production.,14002,400.84
2024-06-20,Miscellaneous,Cash,Region list movie.,474,0.0
2024-06-16,Bills,Online,Try accept billion standard about.,2045,33.55
2024-06-14,Groceries,Online,Middle serve source coach.,767,61.88
2024-06-22,Miscellaneous,Online,End general.,2221,0.0
2024-06-27,Miscellaneous,Cash,Event face.,485,0.0
2024-06-18,Travel,Online,Indicate rock detail especially free.,12332,1145.07
2024-06-18,Food,Cash,Seven manager land about.,557,50.58
2024-06-19,Travel,Online,Example as lead drop many.,10589,397.03
2024-06-15,Miscellaneous,Cash,Bill grow leg.,954,0.0
2024-06-26,Education,Online,Leave per scientist.,6750,0.0
2024-06-17,Education,Cash,Into contain true down toward.,8672,0.0
2024-06-02,Bills,Cash,Movement decide middle challenge.,4469,283.23
2024-06-05,Education,Online,Forward last have particularly drop.,8383,0.0
2024-06-09,Entertainment,Online,Suffer a range.,1408,64.12
2024-06-02,Entertainment,Online,Increase attorney.,1941,178.78
2024-06-06,Healthcare,Online,Natural man hard.,3128,0.0
2024-06-06,Groceries,Online,A suggest month staff buy.,1479,81.03
2024-06-04,Travel,Cash,Memory summer certain bill city.,7427,351.51
2024-06-02,Education,Online,Fund card me.,2028,0.0
2024-06-29,Bills,Online,Day evening your country doctor.,4686,231.17
2024-06-06,Bills,Online,Poor talk loss edge.,2373,194.38
2024-06-13,Entertainment,Online,Tv hour finish.,1975,75.47
2024-06-02,Bills,Cash,Region better go question.,1864,126.74
2024-06-04,Miscellaneous,Cash,Affect stage concern what.,393,0.0
2024-06-02,Groceries,Online,Clear enough.,1539,57.44
2024-06-29,Entertainment,Online,Until affect people type media.,2095,136.31
2024-06-21,Transportation,Online,Base minute.,932,0.0
2024-06-02,Subscriptions,Online,Month perform rather.,238,0.0
2024-06-03,Healthcare,Cash,Us listen participant.,2528,0.0
2024-06-13,Transportation,Cash,Decision marriage.,1083,0.0
2024-06-19,Gifts,Online,Teach behind story meeting do.,4372,0.0
2024-06-21,Entertainment,Online,Article size strong.,1971,100.52
2024-06-04,Healthcare,Cash,Key well.,4313,0.0
2024-06-20,Groceries,Cash,Security end rich.,1592,140.14
2024-06-25,Gifts,Online,Seven mind morning politics.,1472,0.0
2024-06-14,Healthcare,Cash,Minute call stop.,1744,0.0
2024-06-18,Healthcare,Cash,Baby couple local near effect.,4361,0.0
2024-06-05,Travel,Cash,Above bar.,1307,90.84
2024-06-18,Miscellaneous,Online,Though might rate memory wife.,1866,0.0
2024-06-26,Transportation,Online,Art conference.,1136,0.0
2024-06-03,Groceries,Cash,Candidate participant southern worry.,1005,39.11
2024-06-21,Miscellaneous,Online,Our green maintain from wall.,1629,0.0
2024-06-16,Entertainment,Cash,Next in.,760,69.73
2024-06-14,Entertainment,Cash,Million kid.,1337,18.92
2024-06-03,Shopping,Online,Serious bag growth employee conference.,1619,86.03
2024-06-18,Subscriptions,Cash,Mr source star development.,974,0.0
2024-06-17,Transportation,Cash,Stuff hot hot.,1464,0.0
2024-06-09,Healthcare,Cash,Control he letter soon.,1340,0.0
2024-06-28,Healthcare,Cash,Simple player purpose tell degree.,1822,0.0
2024-06-06,Shopping,Cash,Degree budget third.,502,38.33
2024-06-01,Shopping,Cash,Every garden center word save.,2389,57.93
2024-06-24,Gifts,Online,Realize science language.,1015,0.0
2024-06-06,Gifts,Online,Scientist skill base federal.,2315,0.0
2024-06-09,Travel,Cash,Exist factor develop.,6723,356.37
2024-06-21,Miscellaneous,Cash,Hold listen international training create.,1440,0.0
2024-06-26,Subscriptions,Online,Husband quickly final project thank.,592,0.0
2024-06-08,Healthcare,Online,Everybody fly kitchen.,4116,0.0
2024-06-11,Gifts,Online,Figure phone success let.,1961,0.0
2024-06-16,Travel,Online,Sign contain stock whom my.,14520,1283.64
2024-06-06,Transportation,Online,Find major property.,1189,0.0
2024-06-12,Food,Online,Marriage understand.,362,24.0
2024-06-25,Travel,Online,Manage large organization enjoy.,1181,94.89
2024-06-13,Shopping,Cash,Phone south me serve.,1685,165.58
2024-06-02,Entertainment,Online,To report thus house around.,2136,188.46
2024-06-14,Gifts,Cash,Talk explain.,3249,0.0
2024-06-11,Travel,Cash,Require time Mrs political while.,1941,33.87
2024-06-18,Groceries,Cash,Building Democrat who.,708,46.17
2024-06-24,Transportation,Cash,Sign north whole whose.,1240,0.0
2024-06-11,Groceries,Online,Often peace forget he mind.,1009,76.21
2024-06-08,Travel,Cash,Eat song operation sort always.,7495,229.85
2024-06-24,Travel,Cash,Music night success.,8785,121.78
2024-06-23,Subscriptions,Cash,Certainly throw nor avoid natural.,679,0.0
2024-06-21,Groceries,Online,Mind throughout write.,1182,41.43
2024-06-22,Subscriptions,Cash,Baby north old.,404,0.0
2024-06-15,Subscriptions,Cash,Season central machine.,632,0.0
2024-06-10,Healthcare,Cash,His available everybody.,4382,0.0
2024-06-06,Education,Online,Although however go late.,6405,0.0
2024-06-16,Food,Cash,Age capital chance hospital however.,447,22.96
2024-06-08,Food,Cash,Body sell around.,218,4.1
2024-06-11,Groceries,Online,Check task deal.,1485,64.37
2024-06-15,Gifts,Online,What peace will various wind.,2722,0.0
2024-06-08,Bills,Online,On speak body movement bar.,2029,72.94
2024-06-05,Gifts,Cash,Across support address pressure.,4552,0.0
2024-06-20,Groceries,Online,All line share owner.,1929,65.75
2024-06-21,Food,Online,Military rich executive.,552,6.35
2024-06-27,Education,Cash,Perhaps pay position.,3236,0.0
2024-06-20,Food,Online,Two nation suddenly small.,292,12.37
2024-06-18,Groceries,Online,Opportunity budget draw response.,935,88.96
2024-06-28,Miscellaneous,Cash,Air fast particular although.,1748,0.0
2024-06-23,Education,Online,Must part despite.,1446,0.0
2024-06-02,Shopping,Cash,Life bill.,2733,56.87
2024-06-16,Groceries,Cash,Want something from resource.,1944,172.04
2024-06-24,Gifts,Cash,Sound whom.,549,0.0
2024-06-18,Education,Cash,Attention few draw professional seven.,8866,0.0
2024-06-07,Food,Online,Soon meeting relate.,105,8.93
2024-06-24,Subscriptions,Online,Board per fight short whole.,262,0.0
2024-06-01,Entertainment,Online,Instead meet these develop case.,830,58.2
2024-06-25,Miscellaneous,Online,Item level possible two.,2381,0.0
2024-06-14,Education,Cash,Star stage church past fly.,4597,0.0
2024-06-19,Food,Cash,Allow the chance.,185,17.44
2024-06-29,Entertainment,Online,Pressure better party wonder.,2397,136.98
2024-06-08,Healthcare,Cash,Late spring indeed owner.,626,0.0
2024-06-28,Gifts,Cash,Space government involve individual.,205,0.0
2024-06-12,Bills,Cash,Across usually finally travel general.,3716,333.13
2024-06-15,Groceries,Cash,Themselves financial nothing.,1065,17.48
2024-06-08,Travel,Online,Nature base care American.,11818,1100.63
2024-06-20,Food,Cash,Whole of dinner situation also.,356,34.08
2024-06-03,Subscriptions,Cash,Perhaps perform attorney political bad.,349,0.0
2024-06-26,Transportation,Cash,Land hear wait tonight.,1263,0.0
2024-06-16,Education,Cash,Into yes down.,8636,0.0
2024-06-24,Travel,Online,Machine tend.,9985,607.96
2024-06-03,Groceries,Online,Race population.,1324,102.89
2024-06-06,Entertainment,Online,Hold level plant.,1671,138.06
2024-06-16,Entertainment,Cash,Movie out under such serve.,273,10.54
2024-06-10,Entertainment,Online,Discover near.,1429,139.06
