Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2024-12-27,Food,Online,Think relationship small.,281,12.87
2024-12-18,Bills,Cash,Process response.,2497,222.79
2024-12-27,Healthcare,Cash,Long never.,4475,0.0
2024-12-01,Education,Online,Debate education analysis technology.,4239,0.0
2024-12-16,Subscriptions,Online,Agree prepare alone.,135,0.0
2024-12-01,Travel,Cash,Family six avoid of individual.,3148,65.89
2024-12-17,Subscriptions,Cash,Power itself wish level.,494,0.0
2024-12-23,Travel,Online,Tough service reflect.,10156,232.18
2024-12-02,Transportation,Cash,Age benefit hit.,991,0.0
2024-12-22,Subscriptions,Cash,As answer.,490,0.0
2024-12-18,Entertainment,Cash,Bed unit teach quality.,961,42.17
2024-12-10,Healthcare,Online,Public bill yeah political generation.,1257,0.0
2024-12-08,Entertainment,Online,Represent reality small.,1350,19.97
2024-12-10,Entertainment,Cash,Deep should memory.,1732,27.64
2024-12-21,Subscriptions,Cash,Then majority.,104,0.0
2024-12-11,Healthcare,Online,Little bank just.,3453,0.0
2024-12-13,Entertainment,Cash,Perhaps dog probably nice.,1786,56.8
2024-12-16,Travel,Cash,Space education hair possible.,13919,873.32
2024-12-13,Transportation,Cash,Discover bit expect vote.,635,0.0
2024-12-20,Healthcare,Online,Raise let.,4767,0.0
2024-12-29,Healthcare,Online,Sure product.,4247,0.0
2024-12-03,Entertainment,Cash,Form speech ten tend thousand.,1659,161.9
2024-12-06,Bills,Cash,His song.,2288,199.09
2024-12-05,Food,Cash,Onto my follow top.,166,5.38
2024-12-05,Entertainment,Cash,War Republican model quickly.,2038,118.51
2024-12-22,Entertainment,Online,Number agreement fire.,920,87.54
2024-12-03,Entertainment,Online,Trouble true smile.,616,46.11
2024-12-23,Education,Cash,General full meeting husband.,6357,0.0
2024-12-02,Bills,Online,Agreement ball summer enter.,3760,374.54
2024-12-02,Healthcare,Online,Seven against suggest TV.,2128,0.0
2024-12-12,Groceries,Online,Serious maintain government.,1985,159.76
2024-12-01,Education,Online,Spend wonder.,2215,0.0
2024-12-17,Miscellaneous,Cash,Collection method drive.,1634,0.0
2024-12-07,Entertainment,Cash,Care discussion ten task.,1852,105.85
2024-12-19,Groceries,Online,Produce class will.,789,11.32
2024-12-02,Miscellaneous,Cash,Middle term.,2808,0.0
2024-12-17,Subscriptions,Cash,Meet available bag prove.,696,0.0
2024-12-13,Transportation,Cash,True source detail minute realize.,955,0.0
2024-12-22,Groceries,Online,Teach security sing fact.,1276,96.86
2024-12-26,Bills,Cash,Education firm form create artist.,4485,125.77
2024-12-13,Healthcare,Online,Experience customer than list.,3836,0.0
2024-12-26,Bills,Online,Anything place.,595,26.67
2024-12-16,Education,Online,Black business international.,2436,0.0
2024-12-19,Healthcare,Cash,Wind support newspaper page network.,2937,0.0
2024-12-01,Transportation,Cash,Six tough would.,696,0.0
2024-12-28,Subscriptions,Online,Per arrive floor him everybody.,922,0.0
2024-12-23,Groceries,Cash,Police property stay.,1805,171.18
2024-12-02,Shopping,Cash,Read mission Democrat evidence.,2282,140.76
2024-12-28,Shopping,Online,Consider mean what.,659,14.11
2024-12-28,Food,Cash,Large quite event.,589,34.9
2024-12-04,Education,Online,Relationship method value.,6678,0.0
2024-12-09,Food,Cash,Pattern let happy.,326,19.59
2024-12-12,Gifts,Cash,Collection away.,1032,0.0
2024-12-22,Food,Online,Outside project travel middle rather.,143,3.86
2024-12-10,Bills,Online,Agent your buy size.,4951,491.63
2024-12-07,Entertainment,Online,Activity line.,1991,136.76
2024-12-11,Subscriptions,Online,We Congress line without effect.,340,0.0
2024-12-10,Healthcare,Cash,Medical entire.,4211,0.0
2024-12-28,Transportation,Online,Community another state.,1097,0.0
2024-12-07,Bills,Online,Also rise course television writer.,3064,299.87
2024-12-25,Travel,Online,Resource meet citizen defense blue.,11717,829.01
2024-12-20,Subscriptions,Online,Accept baby water or almost.,154,0.0
2024-12-02,Transportation,Cash,Possible bad father.,712,0.0
2024-12-21,Food,Cash,Too black.,483,13.2
2024-12-23,Groceries,Cash,Different around page style indicate.,1432,33.41
2024-12-21,Miscellaneous,Cash,Year policy marriage personal sense.,2524,0.0
2024-12-14,Food,Online,Happen goal.,260,13.81
2024-12-12,Gifts,Online,Behind marriage bed everything.,668,0.0
2024-12-05,Food,Cash,But human region.,251,20.78
2024-12-28,Shopping,Online,Including hundred sister.,2172,156.14
2024-12-15,Bills,Cash,Point station skin economic.,4440,54.04
2024-12-28,Entertainment,Cash,Fill drug the.,266,18.43
2024-12-29,Transportation,Cash,Memory positive piece off effort.,95,0.0
2024-12-23,Bills,Online,Send trial accept respond activity.,3341,113.47
2024-12-15,Bills,Cash,Moment attack.,4339,101.82
2024-12-11,Groceries,Cash,Nice road home field language.,539,43.98
2024-12-19,Shopping,Cash,Make election arm method deep.,1617,117.25
2024-12-18,Education,Cash,Democratic big necessary also poor.,6396,0.0
2024-12-09,Healthcare,Online,Receive check identify this.,4570,0.0
