Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2024-03-09,Entertainment,Online,Decade operation future.,453,13.0
2024-03-30,Education,Cash,Difficult pass military my.,2447,0.0
2024-03-02,Subscriptions,Cash,Picture one red since.,791,0.0
2024-03-05,Healthcare,Cash,Force sometimes fine.,3396,0.0
2024-03-09,Bills,Cash,Deal continue open.,566,8.36
2024-03-24,Gifts,Online,Him force.,2535,0.0
2024-03-28,Entertainment,Cash,Southern ok.,506,46.73
2024-03-02,Subscriptions,Cash,Summer reality or stuff buy.,103,0.0
2024-03-22,Groceries,Cash,Work hold join serve.,913,83.9
2024-03-14,Food,Online,Positive reveal key world one.,540,6.38
2024-03-06,Entertainment,Cash,Police about election important matter.,1105,62.24
2024-03-14,Education,Online,Wish recent all impact.,8308,0.0
2024-03-29,Travel,Online,Home ever how issue.,11659,888.75
2024-03-17,Entertainment,Online,Choice black accept.,1527,119.29
2024-03-06,Subscriptions,Online,Plan rock anyone sure.,337,0.0
2024-03-12,Miscellaneous,Cash,Risk focus during.,1881,0.0
2024-03-14,Bills,Cash,Change can.,3351,295.77
2024-03-07,Shopping,Cash,Accept note system you.,2613,27.05
2024-03-30,Subscriptions,Online,Push Mr than.,831,0.0
2024-03-15,Healthcare,Online,Many clear two store something.,4304,0.0
2024-03-23,Miscellaneous,Online,Data everybody.,1576,0.0
2024-03-21,Gifts,Cash,Eye word read financial.,3383,0.0
2024-03-10,Miscellaneous,Online,A chair factor such.,2524,0.0
2024-03-10,Groceries,Online,Expert design follow Congress day.,701,65.03
2024-03-10,Travel,Cash,Fall character.,3810,134.01
2024-03-29,Bills,Cash,Plant important.,4510,284.45
2024-03-20,Groceries,Online,Call talk.,1662,25.97
2024-03-23,Healthcare,Online,Collection project admit.,1678,0.0
2024-03-07,Shopping,Cash,Card blood population.,2967,115.82
2024-03-08,Miscellaneous,Cash,Act chance skin.,2328,0.0
2024-03-17,Bills,Online,Mrs enjoy recently degree.,4273,233.12
2024-03-28,Healthcare,Online,Send professional environmental treatment.,3674,0.0
2024-03-01,Shopping,Online,Others situation social however often.,2696,74.51
2024-03-07,Education,Online,Wrong shoulder.,3790,0.0
2024-03-09,Transportation,Online,Form situation idea couple.,992,0.0
2024-03-24,Healthcare,Cash,Drug moment include.,4382,0.0
2024-03-21,Entertainment,Cash,Level service figure.,1603,119.91
2024-03-10,Entertainment,Online,Become behind.,508,45.2
2024-03-12,Travel,Online,Cultural part time.,9870,608.83
2024-03-05,Entertainment,Online,Able happy third right.,2357,83.47
2024-03-22,Subscriptions,Online,Huge religious across attorney.,971,0.0
2024-03-28,Miscellaneous,Cash,Information lead according.,484,0.0
2024-03-29,Healthcare,Cash,Sport billion surface head teacher.,4085,0.0
2024-03-06,Shopping,Online,Season physical focus about.,676,47.22
2024-03-19,Bills,Cash,And suggest culture ability.,3488,316.7
2024-03-05,Travel,Cash,Really live keep specific something.,9855,822.17
2024-03-24,Shopping,Online,Him compare top money marriage.,1537,114.55
2024-03-26,Groceries,Cash,Head safe.,662,13.48
2024-03-06,Subscriptions,Online,Star report.,916,0.0
2024-03-19,Food,Online,Behind room community system.,515,25.09
2024-03-05,Healthcare,Cash,Check lead option player series.,2174,0.0
2024-03-17,Transportation,Cash,Indeed reality which.,321,0.0
2024-03-11,Gifts,Online,Good hour home.,2625,0.0
2024-03-21,Travel,Cash,Beat floor turn indicate.,3187,41.28
2024-03-28,Education,Cash,Wear catch.,1500,0.0
2024-03-05,Subscriptions,Cash,Security collection.,865,0.0
2024-03-07,Food,Cash,Pretty budget.,166,10.69
2024-03-14,Bills,Online,Half moment your hotel experience.,1780,88.84
2024-03-05,Groceries,Cash,Through weight soon.,1097,108.51
2024-03-08,Bills,Online,Between no minute cup.,2379,122.26
2024-03-14,Gifts,Online,Kind difference weight.,4520,0.0
2024-03-14,Entertainment,Cash,Financial third else.,2095,56.11
2024-03-29,Entertainment,Cash,Total sometimes of.,717,37.8
2024-03-24,Shopping,Cash,Own reduce west.,2519,29.83
2024-03-23,Travel,Online,Usually science.,13183,540.41
2024-03-27,Entertainment,Online,Positive win will.,648,47.42
2024-03-03,Shopping,Online,Maybe try officer need.,798,73.81
2024-03-10,Groceries,Online,Step stand.,1361,131.37
2024-03-15,Entertainment,Online,Her bar good ability.,1161,106.57
2024-03-16,Groceries,Online,Doctor can seek among boy.,1080,73.01
2024-03-08,Miscellaneous,Online,Smile interesting father poor approach.,183,0.0
2024-03-30,Food,Online,Assume though leg.,142,7.87
2024-03-06,Shopping,Cash,Thing drop.,403,8.28
2024-03-19,Travel,Online,Country improve defense stop.,14285,546.6
2024-03-28,Subscriptions,Cash,Run government training each.,393,0.0
2024-03-14,Healthcare,Online,Student seem.,3517,0.0
2024-03-24,Shopping,Cash,Care least art special chance.,413,16.39
2024-03-17,Education,Online,Environment stage.,6040,0.0
2024-03-30,Groceries,Cash,Different wonder send.,1583,107.73
2024-03-21,Education,Cash,Rise current task number.,2325,0.0
2024-03-27,Bills,Online,Get where teacher TV hot.,2819,179.61
2024-03-16,Education,Online,Authority network gun actually.,5790,0.0
2024-03-06,Education,Online,Chance several into reflect dinner.,2704,0.0
2024-03-05,Transportation,Cash,Response it Democrat.,554,0.0
2024-03-16,Healthcare,Online,Base word.,3607,0.0
2024-03-20,Entertainment,Online,Statement once recognize.,494,37.68
2024-03-23,Food,Cash,Rock bring evening.,403,27.91
2024-03-13,Education,Cash,Surface education thing room.,4452,0.0
2024-03-04,Subscriptions,Online,Surface with economic nor.,392,0.0
2024-03-14,Subscriptions,Cash,Teacher allow three customer.,533,0.0
2024-03-12,Subscriptions,Online,Crime include structure future.,291,0.0
2024-03-17,Gifts,Online,Buy concern doctor order.,1643,0.0
2024-03-05,Education,Online,Those his information.,4956,0.0
2024-03-19,Food,Cash,Reflect reduce future doctor.,485,15.66
2024-03-17,Shopping,Online,Human current rise.,2626,195.58
2024-03-25,Bills,Cash,Fill course.,2861,222.58
2024-03-21,Shopping,Cash,Seat site of.,2857,201.67
2024-03-08,Groceries,Cash,Really opportunity hear charge us.,1889,136.18
2024-03-12,Shopping,Online,Scientist thousand day star consider.,2692,71.81
2024-03-11,Shopping,Online,Foreign human doctor.,2232,108.15
2024-03-07,Food,Online,Large sing human.,165,8.32
2024-03-02,Travel,Online,Good front every.,6225,131.38
2024-03-29,Bills,Cash,Probably individual free.,2323,148.38
2024-03-06,Bills,Online,That dream offer.,737,48.82
2024-03-09,Travel,Cash,Energy issue citizen south.,9293,480.92
2024-03-06,Gifts,Online,Response response fight official.,3509,0.0
2024-03-21,Shopping,Cash,If site run on.,3006,90.08
2024-03-09,Gifts,Online,Visit little continue.,3290,0.0
2024-03-13,Transportation,Online,Certain face reason free.,529,0.0
2024-03-07,Groceries,Cash,Mrs before article there.,1813,81.63
2024-03-07,Travel,Cash,Performance garden onto.,7244,341.35
2024-03-22,Groceries,Cash,Manager nature listen.,440,7.56
2024-03-09,Bills,Online,Glass professor scene.,3285,224.47
2024-03-11,Food,Cash,Voice piece four pass east.,164,13.17
2024-03-30,Miscellaneous,Cash,Candidate throughout leg.,1920,0.0
2024-03-23,Healthcare,Online,Two report.,2460,0.0
2024-03-28,Shopping,Cash,Discover hit.,3475,82.77
2024-03-17,Bills,Online,Firm up kitchen.,733,59.82
2024-03-07,Gifts,Online,Explain realize manage.,2234,0.0
2024-03-03,Education,Online,There another trip name guess.,2487,0.0
2024-03-09,Bills,Cash,Else response prevent.,3339,72.56
2024-03-05,Transportation,Cash,Imagine everything.,1384,0.0
2024-03-21,Education,Online,Media mouth man physical.,8175,0.0
2024-03-13,Healthcare,Cash,Possible upon green yard.,694,0.0
2024-03-09,Bills,Online,Economic than ready region.,714,41.33
2024-03-18,Travel,Online,After music particular catch.,9829,644.58
2024-03-02,Education,Online,Myself stay professional.,2704,0.0
2024-03-08,Bills,Online,Budget particular key.,3154,183.28
2024-03-24,Miscellaneous,Online,Bring tell threat road point.,1345,0.0
2024-03-06,Subscriptions,Online,Major media plant wonder.,718,0.0
2024-03-05,Miscellaneous,Online,Four game animal north.,2594,0.0
2024-03-21,Entertainment,Cash,Poor wind through hotel growth.,2496,95.21
2024-03-02,Shopping,Online,Industry federal.,3244,182.46
2024-03-02,Food,Cash,Candidate best single really.,257,17.74
2024-03-06,Travel,Cash,Main mother red.,4774,89.13
2024-03-30,Bills,Online,Room design whole.,2080,206.53
2024-03-21,Subscriptions,Online,Party call often.,547,0.0
2024-03-08,Miscellaneous,Cash,Likely see popular imagine.,221,0.0
2024-03-13,Food,Cash,Issue station election already recent.,550,34.82
2024-03-17,Transportation,Online,Pick local.,878,0.0
2024-03-24,Miscellaneous,Online,Activity again glass.,2582,0.0
2024-03-03,Gifts,Cash,Some others body go week.,2865,0.0
2024-03-01,Gifts,Online,Well let security item.,3247,0.0
2024-03-20,Shopping,Cash,Apply range today half.,1454,49.76
2024-03-17,Gifts,Cash,Water take.,2782,0.0
2024-03-04,Subscriptions,Cash,Father move pretty animal your.,786,0.0
2024-03-23,Bills,Cash,It consumer fund official.,863,29.41
2024-03-08,Travel,Cash,Reason conference often down deep.,1330,35.89
2024-03-04,Travel,Cash,Order outside spend.,6745,174.77
2024-03-25,Healthcare,Online,Something result.,3947,0.0
2024-03-14,Bills,Cash,Reveal bank half.,1188,43.11
2024-03-25,Shopping,Cash,Recently gas song carry research.,2706,114.73
2024-03-11,Gifts,Online,Half figure hit.,2162,0.0
2024-03-18,Travel,Online,Among black tough.,13962,211.57
2024-03-19,Groceries,Cash,Doctor necessary option by successful.,984,55.98
2024-03-13,Subscriptions,Cash,Quite year fund impact bar.,382,0.0
2024-03-23,Travel,Online,Medical political debate.,2492,201.69
2024-03-20,Food,Cash,Off do thank cover.,289,24.64
2024-03-01,Food,Online,Watch before wall imagine.,519,31.55
2024-03-16,Miscellaneous,Online,This teacher expect goal.,1709,0.0
2024-03-03,Bills,Online,Man once attention.,3555,183.89
2024-03-02,Bills,Cash,Land maybe move control especially.,1601,128.88
2024-03-06,Education,Cash,Audience hope ability agree.,7676,0.0
2024-03-11,Transportation,Cash,Teach figure history.,1410,0.0
