Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
2024-04-11,Miscellaneous,Online,Body some large turn assume.,489,0.0
2024-04-23,Healthcare,Cash,High trade particular yard.,1796,0.0
2024-04-08,Miscellaneous,Cash,Southern difference fine student.,1401,0.0
2024-04-04,Entertainment,Cash,Heart decade country.,236,16.59
2024-04-18,Groceries,Cash,Career always choose.,1467,33.63
2024-04-11,Groceries,Online,Dinner movie trial fall.,1234,120.08
2024-04-17,Groceries,Online,Man issue popular.,1197,45.57
2024-04-01,Gifts,Cash,Off think.,2054,0.0
2024-04-11,Food,Online,Remember rest everything wonder suggest.,347,30.49
2024-04-29,Shopping,Online,Keep rise course final development.,2902,264.3
2024-04-27,Education,Cash,Hit product.,9129,0.0
2024-04-15,Food,Cash,Three director state.,469,22.26
2024-04-11,Shopping,Cash,Join soldier civil various forward.,2113,107.15
2024-04-10,Healthcare,Online,Course have half.,543,0.0
2024-04-19,Shopping,Online,Bring leader environment seek.,378,11.7
2024-04-03,Shopping,Online,Return again.,1937,31.25
2024-04-24,Groceries,Online,Standard but before.,938,93.71
2024-04-28,Miscellaneous,Cash,To mission beat wonder.,706,0.0
2024-04-06,Bills,Online,Strong kind.,4375,419.92
2024-04-02,Shopping,Cash,Any price peace actually.,2368,148.27
2024-04-25,Travel,Cash,Outside moment see around.,13126,1202.68
2024-04-04,Groceries,Online,House ten owner choice.,1371,70.4
2024-04-07,Miscellaneous,Online,Gas billion red.,448,0.0
2024-04-18,Transportation,Online,Serve whether page service.,333,0.0
2024-04-18,Travel,Cash,Now be.,3079,228.19
2024-04-09,Education,Online,Also write floor hope.,3708,0.0
2024-04-25,Gifts,Online,Agent necessary budget board but.,2503,0.0
2024-04-12,Food,Cash,Without rich glass who.,276,6.01
2024-04-29,Education,Online,Threat country TV huge.,1001,0.0
2024-04-14,Subscriptions,Online,Television be star.,274,0.0
2024-04-24,Food,Online,Group realize ten.,344,27.71
2024-04-07,Travel,Cash,Record foot hot outside smile.,4687,181.93
2024-04-13,Travel,Online,Away support writer own.,6210,567.09
2024-04-27,Subscriptions,Cash,Food stay itself.,413,0.0
2024-04-28,Travel,Cash,Also feeling visit.,6497,554.63
2024-04-27,Healthcare,Cash,Management agreement traditional.,3916,0.0
2024-04-25,Gifts,Online,Structure organization space claim a.,2217,0.0
2024-04-07,Bills,Online,Trouble stuff care store.,2389,237.7
2024-04-25,Healthcare,Cash,Effort network education concern.,3848,0.0
2024-04-08,Shopping,Online,Reflect almost economy firm.,1882,137.25
2024-04-19,Entertainment,Online,Notice wrong size sport.,2444,131.6
2024-04-27,Travel,Online,Represent face hit young.,11911,272.45
2024-04-03,Subscriptions,Cash,Bar sea way street yes.,257,0.0
2024-04-29,Subscriptions,Online,Story story.,463,0.0
2024-04-18,Healthcare,Online,Quite tree under tell.,1479,0.0
2024-04-14,Entertainment,Cash,Letter fill.,1109,25.27
2024-04-04,Groceries,Online,Tax entire.,1132,91.4
2024-04-23,Transportation,Online,Across blood debate environment.,623,0.0
2024-04-16,Food,Online,Method small bar smile.,500,17.15
2024-04-25,Shopping,Cash,Everything beautiful.,2604,58.94
2024-04-24,Entertainment,Online,Country mission film history.,575,56.37
2024-04-27,Education,Online,Although car window.,6692,0.0
2024-04-17,Transportation,Online,Book only above a.,476,0.0
2024-04-25,Gifts,Online,Similar second system TV half.,4521,0.0
2024-04-02,Gifts,Online,Security something writer garden.,2124,0.0
2024-04-03,Education,Online,Space degree great remember.,3721,0.0
2024-04-23,Groceries,Cash,Hot herself deep property commercial.,1225,36.0
2024-04-15,Miscellaneous,Cash,Image two heavy skin.,2352,0.0
2024-04-09,Subscriptions,Cash,Not test newspaper.,571,0.0
2024-04-23,Healthcare,Online,But game.,4665,0.0
2024-04-27,Entertainment,Online,Hold evidence technology.,703,15.0
2024-04-22,Transportation,Cash,Together note movie.,641,0.0
2024-04-15,Healthcare,Online,Join moment significant.,4802,0.0
2024-04-02,Subscriptions,Cash,Like about say physical.,982,0.0
2024-04-25,Food,Cash,Management ago popular message air.,290,23.56
2024-04-08,Bills,Cash,Else those series send.,3262,40.54
2024-04-16,Shopping,Online,Quality might rate.,3033,178.57
2024-04-24,Gifts,Cash,That though.,1886,0.0
2024-04-01,Healthcare,Online,Science next.,726,0.0
2024-04-06,Entertainment,Online,Fish check behavior remain.,770,35.13
2024-04-12,Entertainment,Online,Enter try city.,1469,78.5
2024-04-14,Transportation,Online,Audience ahead live fill.,1008,0.0
2024-04-19,Education,Cash,Doctor our religious court.,5259,0.0
